item	page_id	paragraph_id	source_pdf	scan_page	category	annotation	context	proposed_correction	reviewer_and_date	evidence
05-082-U020	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	ments / [[illegible]] of the [[illegible]] affection [[illegible]] / [[illegible]] has [[illegible]] after [[illegible]] / [[illegible]] emotions [[i		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U021	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	] of the [[illegible]] affection [[illegible]] / [[illegible]] has [[illegible]] after [[illegible]] / [[illegible]] emotions [[illegible]] / for all		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U022	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	]] affection [[illegible]] / [[illegible]] has [[illegible]] after [[illegible]] / [[illegible]] emotions [[illegible]] / for all these [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U023	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	[illegible]] / [[illegible]] has [[illegible]] after [[illegible]] / [[illegible]] emotions [[illegible]] / for all these [[illegible]] a tear / Who ha		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U024	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	e]] has [[illegible]] after [[illegible]] / [[illegible]] emotions [[illegible]] / for all these [[illegible]] a tear / Who has not felt the sweet fe		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U025	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	[[illegible]] / [[illegible]] emotions [[illegible]] / for all these [[illegible]] a tear / Who has not felt the sweet feeling of Friendship / [[illegi		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U026	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	egible]] a tear / Who has not felt the sweet feeling of Friendship / [[illegible]] To any of the [[illegible]] / [[illegible]] will [[illegible]] / [[i		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U027	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	felt the sweet feeling of Friendship / [[illegible]] To any of the [[illegible]] / [[illegible]] will [[illegible]] / [[illegible]] kindly [[illegibl		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U028	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	 feeling of Friendship / [[illegible]] To any of the [[illegible]] / [[illegible]] will [[illegible]] / [[illegible]] kindly [[illegible]] / [[illegibl		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U029	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	hip / [[illegible]] To any of the [[illegible]] / [[illegible]] will [[illegible]] / [[illegible]] kindly [[illegible]] / [[illegible]] / Pure True Frien		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U030	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	e]] To any of the [[illegible]] / [[illegible]] will [[illegible]] / [[illegible]] kindly [[illegible]] / [[illegible]] / Pure True Friendship never di		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U031	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	llegible]] / [[illegible]] will [[illegible]] / [[illegible]] kindly [[illegible]] / [[illegible]] / Pure True Friendship never die / [[illegible]] about		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U032	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	llegible]] will [[illegible]] / [[illegible]] kindly [[illegible]] / [[illegible]] / Pure True Friendship never die / [[illegible]] about Friendship [[		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U033	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	indly [[illegible]] / [[illegible]] / Pure True Friendship never die / [[illegible]] about Friendship [[illegible]] / [[illegible]] Life’s bitter [[ill		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U034	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	]] / Pure True Friendship never die / [[illegible]] about Friendship [[illegible]] / [[illegible]] Life’s bitter [[illegible]] / [[deleted: illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U035	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	riendship never die / [[illegible]] about Friendship [[illegible]] / [[illegible]] Life’s bitter [[illegible]] / [[deleted: illegible]] [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U036	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	ble]] about Friendship [[illegible]] / [[illegible]] Life’s bitter [[illegible]] / [[deleted: illegible]] [[illegible]] / [[deleted: illegible]] [[il		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U037	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[deleted: illegible]]	iendship [[illegible]] / [[illegible]] Life’s bitter [[illegible]] / [[deleted: illegible]] [[illegible]] / [[deleted: illegible]] [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U038	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	[[illegible]] Life’s bitter [[illegible]] / [[deleted: illegible]] [[illegible]] / [[deleted: illegible]] [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U039	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[deleted: illegible]]	Life’s bitter [[illegible]] / [[deleted: illegible]] [[illegible]] / [[deleted: illegible]] [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-082-U040	05-082	05-082-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	82	unread writing	[[illegible]]	le]] / [[deleted: illegible]] [[illegible]] / [[deleted: illegible]] [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-084-U001	05-084	05-084-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	84	unread writing	[[inserted: illegible]]	t a short time only, and expect to meet again soon, but how much [[inserted: illegible]] sad it is to part with them when we know that we will meet them 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-085-U001	05-085	05-085-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	85	unread writing	[[deleted: illegible]]	Emma Bell’s Composition / [[deleted: illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-085-U002	05-085	05-085-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	85	unread writing	[[illegible]]	rth that we may meet where parting / is no more and where sickness [[illegible]] [[ever?]] / can [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-085-U003	05-085	05-085-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	85	tentative reading	[[ever?]]	y meet where parting / is no more and where sickness [[illegible]] [[ever?]] / can [[illegible]]	Conflicting independent readings: ever / cannot	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'where sickness [cannot?] come'; conflict.
05-085-U004	05-085	05-085-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	85	unread writing	[[illegible]]	arting / is no more and where sickness [[illegible]] [[ever?]] / can [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-098-U001	05-098	05-098-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	98	unread writing	[[deleted: illegible]]	ot care about them acknowledging it [[inserted: before a clerk]] [[deleted: illegible]] your first suggested the acknowledgement, showing that		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-099-U001	05-099	05-099-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	99	tentative reading	[[lawing?]]	that all I desired was simply to do the [[lawing?]] and this was at the request of those whom I represent here, This	lawing	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). 'Lawing' (litigation, going to law) is attested nineteenth-century usage and fits 'all I desired was simply to do the lawing'; family reading edition (independent image reading, editions/family/Plain-text) renders 'do the legal work'.
05-099-U002	05-099	05-099-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	99	unread writing	[[deleted: illegible]]	pressed it) and now if, in the bill that I have filed to sell it [[deleted: illegible]] he succeeds in getting most all of the parties on his side, he t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-100-U001	05-100	05-100-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	100	unread writing	[[deleted: illegible]]	ng my character and standing [[inserted: at the Bar]], that I am [[deleted: illegible]] an honorable man &c, and have practiced law for twenty five year		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-101-U001	05-101	05-101-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	101	tentative reading	[[lawing?]]	that all I desired was simply to do the [[lawing?]] and this was at the request of those whom I represent here, This	lawing	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). 'Lawing' (litigation, going to law) is attested nineteenth-century usage and fits 'all I desired was simply to do the lawing'; family reading edition (independent image reading, editions/family/Plain-text) renders 'do the legal work'.
05-101-U002	05-101	05-101-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	101	unread writing	[[deleted: illegible]]	pressed it) and now if, in the bill that I have filed to sell it [[deleted: illegible]] he succeeds in getting most all of the parties on his side, he t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-104-U001	05-104	05-104-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	104	tentative reading	[[N?]]	and Aunt, / “but he did not say that about one of my clients, Mrs. [[N?]] last week who resides in West Tenn, Her son, down there had been	Conflicting independent readings: N / H. Garth	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Mrs. H. [Garth?]'; conflict.
05-105-U001	05-105	05-105-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	105	unread writing	[[illegible]]	etton / Mrs Mary Douglas / or Cynthia Orr / Redoake / Texas / [[postmark]] [[illegible]]VILLE / FEB / 14 / TENN [[/postmark]]	Conflicting independent readings: READYVILLE / NASHVILLE	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. Enclosed letters of the Jetton family are written from Readyville, Tenn. (06-012 postmark 'READYVILLE TENN'), but family reading edition (independent image reading, editions/family/Plain-text) reads this postmark as Nashville; unresolved.
05-106-U001	05-106	05-106-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	106	unread writing	[[illegible]]	T. Alexander / Mr Geo. Douglas / Ferris / Texas / Ellis Co. / [[postmark]] [[illegible]] [[/postmark]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-109-U001	05-109	05-109-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	109	unread writing	[[illegible]]	etton / Mrs Mary Douglas / or Cynthia Orr / Redoake / Texas / [[postmark]] [[illegible]]VILLE / FEB / 14 / TENN [[/postmark]]	Conflicting independent readings: READYVILLE / NASHVILLE	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. Enclosed letters of the Jetton family are written from Readyville, Tenn. (06-012 postmark 'READYVILLE TENN'), but family reading edition (independent image reading, editions/family/Plain-text) reads this postmark as Nashville; unresolved.
05-111-U001	05-111	05-111-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	111	tentative reading	[[Cinty?]]	Feb 12th 1883 / My Sisters [[Cinty?]] & Mary – / I learn by accident that Mr. Lilard is seeking Buisness	Cinty (Cynthia)	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). Addressed to 'My Sisters [ ] & Mary'; Cynthia Orr and Mary Douglas are the two sisters (05-086, 05-095); family reading edition (independent image reading, editions/family/Plain-text) reads 'Cinthy'. Exact spelling unresolved.
05-111-U002	05-111	05-111-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	111	unread writing	[[deleted: illegible]]	 accident that Mr. Lilard is seeking Buisness that he is writing [[deleted: illegible]] to the supposed heirs [[deleted: illegible]] of Rebecca Alexande		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-111-U003	05-111	05-111-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	111	unread writing	[[deleted: illegible]]	 that he is writing [[deleted: illegible]] to the supposed heirs [[deleted: illegible]] of Rebecca Alexander I think he is too fast		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-111-U004	05-111	05-111-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	111	tentative reading	[[dictation?]]	e no will he will do any thing that is right in the premises. My [[dictation?]] is that I would not bring Suit now under the Circumstances till 		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. family reading edition (independent image reading, editions/family/Plain-text) omits the word; unresolved.
05-112-U001	05-112	05-112-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	112	unread writing	[[deleted: illegible]]	s working for big fees – of course you ought to kno what is best [[deleted: illegible]] for you to do in the case		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-112-U002	05-112	05-112-P05	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	112	unread writing	[[illegible]]	Two common men working on [[illegible]] at a [[distance?]] / other Lawyers to save the case from		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-112-U003	05-112	05-112-P05	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	112	tentative reading	[[distance?]]	Two common men working on [[illegible]] at a [[distance?]] / other Lawyers to save the case from	distance	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). family reading edition (independent image reading, editions/family/Plain-text) reads 'heirs at a distance'.
05-114-U001	05-114	05-114-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	114	unread writing	[[illegible]]	 B. F. Lillard Atty Murfreesboro Tenn – [[/margin]] / [[postmark]] [[illegible]] / 13 / TENN [[/postmark]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-117-U001	05-117	05-117-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	117	loss	[[lost: torn edge]]	te block: note]] / Murfreesboro Feb 14th /83 / Aunt / I write that you [[lost: torn edge]] know that I do not advise a Suit but only recommend Mr Lillard a		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Torn edge; 'that you [may] know' is the likely sense but the word is lost.
05-119-U001	05-119	05-119-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	119	tentative reading	[[11?]]	1870 / [[11?]] / Readyville Tenn Feb 20th / Mrs Sue Bell / My very Dear Cousin / I seat		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Small number; unresolved.
05-120-U001	05-120	05-120-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[Divorces?]]	 spending a few days with us She tells us that She has had Three [[Divorces?]] but is as lively as a cricket And thinks She would like to marry	Divorces	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). family reading edition (independent image reading, editions/family/Plain-text) reads 'three divorces'; agreement.
05-120-U002	05-120	05-120-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[Saboth?]]	t two weeks ago She died I suppose with old age I have not heard [[Saboth?]] any Thing in [[Bras?]] family lately I suppose they are all well		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. Unresolved.
05-120-U003	05-120	05-120-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[Bras?]]	I suppose with old age I have not heard [[Saboth?]] any Thing in [[Bras?]] family lately I suppose they are all well or we would hear [[ill	Conflicting independent readings: Bras / Baas	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads '[Baas?]'; conflict.
05-120-U004	05-120	05-120-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	unread writing	[[illegible]]	as?]] family lately I suppose they are all well or we would hear [[illegible]]		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-120-U005	05-120	05-120-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[Mam?]]	t living children They are living on a rented place not far from [[Mam?]] Bras Tullison drinks up nearly all he makes And his family have 	Conflicting independent readings: Mam / Mr.	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Mr. [Baas?]'; conflict.
05-120-U006	05-120	05-120-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[weed?]]	s up nearly all he makes And his family have a very hard road to [[weed?]] Smith Married a man name Popley he does not drink but is so lazy		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. family reading edition (independent image reading, editions/family/Plain-text) skips the word ('a very hard time'); 'hard road to travel' is the idiom but the word is not read.
05-120-U007	05-120	05-120-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[Temith?]]	ot drink but is so lazy he hardly makes a support for his family [[Temith?]] is very sickly She reminds of a bag of cotton with a string tied	Conflicting independent readings: Temith / Sinth	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Sinth'; conflict.
05-120-U008	05-120	05-120-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[Darnum?]]	er is the looking and the smartest one of the family She married [[Darnum?]] [[Vaught?]] he was killed shortly after we came here in a drunke	Conflicting independent readings: Darnum / Darmon	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads '[Darmon?] Knight'; partial agreement on the given name.
05-120-U009	05-120	05-120-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	120	tentative reading	[[Vaught?]]	oking and the smartest one of the family She married [[Darnum?]] [[Vaught?]] he was killed shortly after we came here in a drunken spree Mari	Conflicting independent readings: Vaught / Knight	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'Knight'; conflict.
05-121-U001	05-121	05-121-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	121	tentative reading	[[Shonce?]]	[[Shonce?]] married a widower with several small children I donot remember h	Conflicting independent readings: Shonce / Grace	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads '[Grace?]'; conflict.
05-121-U002	05-121	05-121-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	121	tentative reading	[[Marion?]]	 and likely to remain so Joseph is married and lives in the city [[Marion?]] I will Tell you what Mr Akers Says about his [[Soninlaw?]] he Sa		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. family reading edition (independent image reading, editions/family/Plain-text) omits; unresolved.
05-121-U003	05-121	05-121-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	121	tentative reading	[[Soninlaw?]]	he city [[Marion?]] I will Tell you what Mr Akers Says about his [[Soninlaw?]] he Says The devil owed him a grudge and has paid him off in Soni	Soninlaw	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Suggested reading, marker kept (moderate confidence). Repeated in the next clause ('paid him off in Soninlaws'); family reading edition (independent image reading, editions/family/Plain-text) reads 'sons-in-law'.
05-121-U004	05-121	05-121-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	121	tentative reading	[[Bam?]]	he devil owed him a grudge and has paid him off in Soninlaws The [[Bam?]] is the oldest looking woman you ever saw to her age Aunt Jane al	Conflicting independent readings: Bam / Baas	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads '[Baas?]'; conflict.
05-121-U005	05-121	05-121-P01	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	121	tentative reading	[[Shawl?]]	The children are not going to School Mary and I were tending The [[Shawl?]] [[inserted: work]] ever since Christmas until I got Sick I would	Conflicting independent readings: Shawl / housework	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads 'doing the housework'; conflict.
05-124-U001	05-124	05-124-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	124	unread writing	[[deleted: illegible]]	[[deleted: illegible]] tell Tom and Laura that Dubly Beats Me, But I must say that on t		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
05-124-U002	05-124	05-124-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	124	tentative reading	[[Ma?]]	made his appearance Weighing ten pounds he is growing finely and [[Ma?]] has been up two weeks doing her work. I think that is enough to 	Conflicting independent readings: Ma / Mollie	2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Marker kept. family reading edition (independent image reading, editions/family/Plain-text) reads '[Mollie?]'; Jesse's wife is named Nancy in 05-130 and 05-141; conflict.
05-127-U001	05-127	05-127-P02	ACU CRS MS5 - 05 - Folder 2, Correspondence and Legal Papers.pdf	127	unread writing	[[illegible]]	ing where she could, Andrew Turnbow has returned from Washington [[illegible]] made round trip in 3 weeks to a day [[Living?]] at same place sa		2026-09-20 contextual review (AI-assisted for Volney Douglas; scans not consulted)	Reviewed; no proposal. No basis to alter the reading from context, internal recurrence or the independent family edition; the scan must be consulted.
